title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
Driver - Heavy Duty (San Diego),unknown,unknown,unknown,Other,1,0,0,Correct
Residential Property Sales Consultant ,Full-time,unknown,Real Estate,unknown,0,0,0,Correct
Aftermarket Consultant,Full-time,Entry level,Financial Services,Sales,1,0,0,Correct
DN4 Apprentice Admin Assistant Under NAS 16-18 Year Olds Only,Full-time,unknown,unknown,Administrative,1,0,0,Correct
"Master Scheduler/ Materials Manager Job In cincinnati, OH",Full-time,Mid-Senior level,Management Consulting,Management,0,0,0,Correct
Oilfield Work - Frac Tank Cleaner/ Laborer - Start Next Week!,Full-time,unknown,Oil & Energy,unknown,1,0,0,Correct
Mobile Product Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Java Engineer,unknown,unknown,unknown,unknown,0,0,0,Correct
Beauty & Fragrance consultants needed,unknown,unknown,unknown,unknown,1,0,0,Correct
Application Developer,Full-time,unknown,Information Technology and Services,unknown,0,0,0,Correct
Copywriter -- Storyteller,Full-time,Associate,Marketing and Advertising,Marketing,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
Analista Comercial (Servicio a clientes),unknown,unknown,unknown,unknown,1,0,0,Correct
Technical Lead - Content Management & Integration ,unknown,unknown,unknown,unknown,1,0,0,Correct
Operation Specialist | Recruiter,Full-time,Associate,unknown,Administrative,1,0,0,Correct
Cloud Security Engineer,Full-time,Mid-Senior level,Computer Networking,unknown,1,0,0,Correct
Software Engineer,Full-time,unknown,Computer Software,unknown,1,0,0,Correct
Visual Designer,Full-time,Mid-Senior level,Internet,Art/Creative,1,0,0,Correct
Registered General Nurse (RN Adults),Temporary,Not Applicable,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Software Engineer,Full-time,Mid-Senior level,Internet,Engineering,0,0,0,Correct
Software Engineer - SSIS/SQL/ETL,Temporary,Mid-Senior level,Entertainment,Information Technology,1,0,0,Correct
Senior Full-Stack Developer,unknown,unknown,unknown,Engineering,0,0,0,Correct
Customer Service Associate,Full-time,Entry level,Facilities Services,Customer Service,1,0,0,Correct
"Machine Builder Supervisor - Spring Lake, MI",Full-time,Mid-Senior level,Architecture & Planning,Design,0,0,0,Correct
Home Based Payroll Typist/Data Entry Clerks Positions Available,unknown,unknown,unknown,unknown,0,1,1,Correct
Branch Manager,Full-time,Mid-Senior level,Banking,Management,1,0,0,Correct
Senior Systems Director,Full-time,Director,Insurance,Information Technology,1,0,0,Correct
Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,Human Resources,Administrative,1,0,0,Correct
LEAD DESIGNER @Driftrock,Full-time,unknown,Internet,Design,1,0,0,Correct
Head of Product,unknown,unknown,unknown,unknown,1,0,0,Correct
LPN-contract,Contract,unknown,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Production Art Manager,Full-time,unknown,unknown,unknown,1,0,0,Correct
Business Development Manager,Full-time,Mid-Senior level,Information Technology and Services,Sales,1,0,0,Correct
Marketing manager,Part-time,Associate,"Leisure, Travel & Tourism",Marketing,1,0,0,Correct
Quality Assurance (QA) Engineer,Full-time,Mid-Senior level,Telecommunications,Quality Assurance,1,0,0,Correct
M16 9HQ Warehousing Apprenticeship Under NAS 16-24 year olds,Full-time,Internship,Warehousing,unknown,1,0,0,Correct
Software Developer,Full-time,Mid-Senior level,Telecommunications,Engineering,1,0,0,Correct
Data Entry Clerk,Full-time,Entry level,Legal Services,unknown,1,0,0,Correct
CURRENT UCP EMPLOYEES ONLY: Overnight Caregiver for a Cool Young Man,Full-time,Entry level,Civic & Social Organization,Health Care Provider,1,0,0,Correct
Internship sales/biz dev. ,Temporary,Internship,unknown,Sales,1,0,0,Correct
"Digital Marketing Coordinator, Singapore",Full-time,Associate,Marketing and Advertising,Other,1,0,0,Correct
Inside Sales & Business Development,Full-time,Entry level,Online Media,Sales,1,0,0,Correct
Caregiver/HHA/CNA- Covert/South Haven,Part-time,unknown,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Customer Service Associate - Part Time- 1st & 2nd shifts & Wkend Shifts ,Part-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Business Planning Analyst,Full-time,Mid-Senior level,Telecommunications,Finance,1,0,0,Correct
Graduates: English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
PeopleSoft Functional Lead,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Quality Engineer,Full-time,Mid-Senior level,Medical Devices,Engineering,0,0,0,Correct
Home Based Payroll Data Entry Clerk Position - Earn $100-$200 Daily ,unknown,unknown,unknown,unknown,0,1,1,Correct
Backend Ruby on Rails Developer,Full-time,Mid-Senior level,Computer Software,Other,0,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
HD6 4AB Recruitment Apprenticeship Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,Human Resources,Sales,1,0,0,Correct
Physical Therapist Consultant,Full-time,Associate,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Food & Beverage Manager (Alexandria - Egypt),Contract,unknown,Food & Beverages,unknown,1,0,0,Correct
Customer Success Guru,Full-time,Not Applicable,Internet,Customer Service,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,unknown,Education Management,Education,1,0,0,Correct
Legal Collections Manager,Full-time,Associate,Real Estate,Legal,1,0,0,Correct
"Webmaster, Urdu Language",Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
Physical Therapist,Full-time,Mid-Senior level,Hospital & Health Care,Health Care Provider,1,0,0,Correct
.Net / SharePoint Developer,Full-time,Associate,unknown,Information Technology,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Football Coach Licences,unknown,unknown,unknown,unknown,0,0,0,Correct
Appointment Setters,Full-time,Entry level,Marketing and Advertising,Customer Service,1,0,0,Correct
Talent Management Process Manager,Full-time,unknown,unknown,unknown,0,0,0,Correct
Need database developer with WEb Graphics design experience,unknown,unknown,unknown,unknown,1,0,0,Correct
Facilities Engineer,Full-time,unknown,Oil & Energy,Engineering,1,0,0,Correct
Senior Software Engineer,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Sales Position,Part-time,Entry level,Marketing and Advertising,Advertising,0,0,0,Correct
Electrical Technician III,Full-time,unknown,Oil & Energy,Engineering,1,1,1,Correct
VP of Social Media Marketing ,Full-time,Mid-Senior level,Retail,Marketing,1,0,0,Correct
Manager of Training Curriculum,Full-time,unknown,Information Technology and Services,Information Technology,0,0,0,Correct
Jobs in USA-American Board Certified Neurologist,unknown,unknown,unknown,unknown,1,0,0,Correct
Fisheries Biologist II,Full-time,Mid-Senior level,Fishery,Science,1,0,0,Correct
Quality Assurance Analyst,Full-time,Mid-Senior level,Computer Software,Quality Assurance,1,0,0,Correct
Sales Development Representative,Full-time,Entry level,Internet,Marketing,1,0,0,Correct
Online Marketing Executive with Spanish,Full-time,unknown,Information Technology and Services,Marketing,1,0,0,Correct
Internship (Risk Analysis),Full-time,Internship,Banking,Financial Analyst,1,0,0,Correct
Brand Manager [Contract position],Contract,Associate,Marketing and Advertising,Advertising,1,0,0,Correct
"Full Time Caregiver (Position D) for Easygoing, Caring Woman ",Full-time,unknown,unknown,unknown,1,0,0,Correct
Quality Assurance Analyst ,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
linux Engineer,Contract,unknown,unknown,unknown,1,0,0,Correct
Mobile Apps Developer,Full-time,Not Applicable,Information Technology and Services,Information Technology,1,0,0,Correct
UI/UX Web Developer,Full-time,unknown,unknown,Information Technology,1,0,0,Correct
Student Beans Campus Brand Manager 2014,Other,Internship,Marketing and Advertising,Marketing,1,0,0,Correct
Factory Integration Software Design Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Sr. Product Marketing Strategist,Full-time,Mid-Senior level,unknown,Marketing,1,0,0,Correct
Email Marketing Coordinator,Full-time,Associate,unknown,Marketing,1,0,0,Correct
Customer Service Associate - Part Time ,Part-time,Entry level,Education Management,Customer Service,1,0,0,Correct
WF5 9TJ Office Administrator,Full-time,Entry level,unknown,Administrative,1,0,0,Correct
Customer Service Associate - Call Attendant ,Full-time,Entry level,Insurance,Customer Service,1,0,0,Correct
Head of Product Marketing,unknown,unknown,unknown,unknown,1,0,0,Correct
FT - Principal Design Engineer,Full-time,Mid-Senior level,Semiconductors,Engineering,1,0,0,Correct
Junior UI/UX Designer,Full-time,Entry level,Internet,Design,1,0,0,Correct
iOS Engineer - StageBloc,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Software Developer for Canada's Fastest-Growing Education Game,Full-time,Associate,E-Learning,Information Technology,0,0,0,Correct
Hardware Hacker,Full-time,Entry level,Financial Services,Engineering,1,0,0,Correct
Software Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Electrical Controls Engineer,Full-time,unknown,unknown,unknown,0,0,0,Correct
English Teacher Abroad (Conversational),Contract,unknown,Education Management,Education,1,0,0,Correct
Customer Service Team Lead ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Technical Writer (m/f),Full-time,Associate,Computer Software,Writing/Editing,1,0,0,Correct
"Webmaster, Burmese Service",unknown,unknown,unknown,unknown,1,0,0,Correct
"Account Sales Managers $80-$130,000/yr",Full-time,Associate,Financial Services,Business Development,1,1,1,Correct
Director of Partnerships,unknown,unknown,unknown,unknown,1,0,0,Correct
Physical Therapist,Part-time,Not Applicable,"Health, Wellness and Fitness",Health Care Provider,0,0,0,Correct
Part-time Warehouse Help - AM hours,Part-time,Not Applicable,Printing,Production,1,0,0,Correct
Sales manager,Full-time,Mid-Senior level,Accounting,Accounting/Auditing,0,1,0,Wrong
Support Team,Full-time,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Ruby on Rails Developer/Programmer,Full-time,Mid-Senior level,Information Technology and Services,unknown,0,0,0,Correct
Elementary School Teacher,Full-time,Not Applicable,Primary/Secondary Education,Education,0,0,0,Correct
Junior Buyer,Full-time,Associate,Retail,Other,1,0,0,Correct
In-house Recruiter,Full-time,Mid-Senior level,Internet,General Business,1,0,0,Correct
Business Process Analyst,Full-time,Entry level,Information Technology and Services,General Business,1,0,0,Correct
Partnership Manager - High Growth Specialty Finance Company,Full-time,Associate,Financial Services,unknown,1,0,0,Correct
Senior Android Engineer,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Javascript / NODE.js Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Creative Director,Full-time,Director,Marketing and Advertising,Art/Creative,1,0,0,Correct
Driver - Medium Duty (Santa Fe Springs),unknown,unknown,unknown,Other,1,0,0,Correct
Substance Abuse Counselor (Greensboro Center),Full-time,Associate,Medical Practice,Health Care Provider,1,0,0,Correct
"Software Developer - C# SQL ASP.NET MVC - Vancouver, British Columbia",Full-time,unknown,Computer Software,unknown,0,0,0,Correct
Graduates: English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Agile coach,Contract,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Engineering Tech,Full-time,unknown,Oil & Energy,Engineering,1,0,0,Correct
Remote Control Solutions Architect,Full-time,unknown,unknown,unknown,1,0,0,Correct
TV Satellite Dish Installer,Full-time,Entry level,Telecommunications,Customer Service,1,0,0,Correct
Global Alliance Manager,Full-time,Not Applicable,Consumer Electronics,unknown,1,0,0,Correct
Electrical Controls Engineer,Full-time,unknown,Electrical/Electronic Manufacturing,unknown,0,0,0,Correct
Sales Representative,Full-time,Associate,Financial Services,Sales,0,0,0,Correct
Graduate Fraud Executive (Night Shift),Full-time,unknown,Telecommunications,unknown,1,0,0,Correct
UX/UI Designer,unknown,unknown,unknown,Design,1,0,0,Correct
City Operations Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Systems Engineers/Network Administrators/Tiers I-III,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Product Designer,Contract,Not Applicable,"Health, Wellness and Fitness",Manufacturing,0,0,0,Correct
Star (Retail Associate) - Kenwood Towne Center,Part-time,Associate,Retail,Sales,1,0,0,Correct
"North East Training Provider Requires Health and Social Level 2, 3 and 5 Assessors",Temporary,unknown,Hospital & Health Care,Training,1,0,0,Correct
TechOps Engineer,Full-time,Associate,Information Technology and Services,Engineering,1,0,0,Correct
Beauty Agency Staff ,Temporary,unknown,unknown,unknown,1,0,0,Correct
Director of Growth / Product Marketing,Full-time,Mid-Senior level,Information Technology and Services,Marketing,1,0,0,Correct
Blipp Architect (Full Stack Developer),Full-time,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
Entry Level Sales,Full-time,Entry level,Financial Services,Sales,0,0,0,Correct
Maintenance Assistant,Full-time,Entry level,Nonprofit Organization Management,Other,1,0,0,Correct
Senior Web Developer,Full-time,Mid-Senior level,Graphic Design,Information Technology,1,0,0,Correct
Team Lead - General Clerk 3,Full-time,Associate,Facilities Services,Production,1,0,0,Correct
Principal/Senior Mechanical Engineer (Package Equipment),unknown,unknown,Oil & Energy,Engineering,0,1,1,Correct
Blipp Developer / Mobile Augmented Reality Developer,Full-time,Associate,Internet,Production,1,0,0,Correct
Risk Insurance Paraplanner / Administrator,Full-time,Not Applicable,Insurance,Administrative,1,0,0,Correct
Buildings Reviewer/Inspector,unknown,unknown,unknown,unknown,0,0,0,Correct
Senior full stack developer,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
HP eXstream Developer,unknown,unknown,unknown,unknown,0,0,0,Correct
"Junior Account Executive - Sacramento, CA",Full-time,Entry level,Computer Software,Sales,1,0,0,Correct
Associate Director,Full-time,unknown,Internet,unknown,1,0,0,Correct
Vehicle Purchaser,Full-time,Not Applicable,Automotive,Sales,0,0,0,Correct
FX Institutional Sales / Business Development (Global),unknown,unknown,unknown,unknown,0,0,0,Correct
Senior Web Developer,Full-time,Mid-Senior level,Information Technology and Services,Engineering,0,0,0,Correct
"Producer, Dari and Pashto Languages",Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
Senior PHP Developer (m/f) - remote,Full-time,Mid-Senior level,Internet,Engineering,0,0,0,Correct
Senior Strategist,Full-time,Mid-Senior level,Internet,Strategy/Planning,1,0,0,Correct
"Home Health Aide-Montrose, CO",unknown,unknown,unknown,unknown,1,0,0,Correct
Web Designer,unknown,unknown,unknown,unknown,0,0,0,Correct
Snack Bar Specialist - Part Time,Part-time,Not Applicable,Events Services,Administrative,1,0,0,Correct
"Home Health RN--Egnar, CO",unknown,unknown,unknown,unknown,1,0,0,Correct
Senior iOS Engineer,Full-time,Not Applicable,Computer Software,Engineering,1,0,0,Correct
sales manager,unknown,unknown,unknown,unknown,1,0,0,Correct
CNC Programmer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Manufacturing Assembler,unknown,unknown,unknown,unknown,0,0,0,Correct
Inside sales representative,Full-time,Associate,Internet,Sales,1,0,0,Correct
Ninja Curator Card,Full-time,Entry level,Information Technology and Services,Other,1,0,0,Correct
Contact Center Representatives,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Developer / Front-end,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Associate - Part Time ,Part-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
"Producer, Tibetan Service ",unknown,unknown,unknown,unknown,1,0,0,Correct
Data Solutions Developer (Node.JS),Contract,Associate,Computer Software,Engineering,1,0,0,Correct
Senior Software Engineer,Full-time,unknown,unknown,Engineering,1,0,0,Correct
Human Resources Recruiter (45K-60K),Full-time,unknown,Human Resources,unknown,1,0,0,Correct
Customer Service Associate - Call Attendant ,Full-time,Entry level,Insurance,Customer Service,1,0,0,Correct
Producer - Specialist Publications,Full-time,Associate,Publishing,Sales,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
BI / Data Analyst,Full-time,unknown,Information Technology and Services,Data Analyst,1,0,0,Correct
Creative Director,Full-time,unknown,unknown,unknown,1,0,0,Correct
Financial Advisor,unknown,unknown,unknown,unknown,0,0,0,Correct
Account Executive - Philadelphia,Full-time,Mid-Senior level,Computer Software,Sales,1,0,0,Correct
Sales Controller / Assistant  ,Full-time,Not Applicable,Retail,Sales,1,0,0,Correct
"Clinic Assistant, North West London",Full-time,Entry level,Hospital & Health Care,Customer Service,1,0,0,Correct
Help Desk  Support,unknown,unknown,unknown,unknown,0,0,0,Correct
WF17 9LU Customer Service Apprenticeship under NAS 16-18 year olds only!,Full-time,Not Applicable,unknown,Administrative,1,0,0,Correct
Marketing & Sales Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Manager In Training (MIT),Full-time,Entry level,unknown,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
UI ENGINEER MANAGER,Full-time,Director,Computer Software,Product Management,0,0,0,Correct
Travel & Hospitality Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Project / Program Manager,Full-time,Mid-Senior level,Electrical/Electronic Manufacturing,Project Management,1,0,0,Correct
Business Analyst,Part-time,Internship,unknown,unknown,1,0,0,Correct
VP of Engineering,Full-time,Director,unknown,Engineering,1,0,0,Correct
Data Entry Office Support,unknown,Entry level,unknown,Administrative,0,1,1,Correct
Sales Lead Generator,unknown,unknown,unknown,unknown,1,0,0,Correct
Food & Beverage Assistant ( Waitress / Waiter / Chef de Rang ),unknown,unknown,unknown,unknown,1,0,0,Correct
Retail Manager Spain/ Italy,Full-time,unknown,unknown,unknown,1,0,0,Correct
Plant Operator,Full-time,Mid-Senior level,Oil & Energy,Other,1,1,1,Correct
Teaching Placement Coordinator in Sri Lanka,Full-time,Not Applicable,Education Management,Education,0,0,0,Correct
Marketing Intern,Other,Internship,unknown,Marketing,1,0,0,Correct
Acquire Users / Customers (Marketing & Sales),unknown,unknown,unknown,unknown,1,0,0,Correct
Intensive Case Management Worker (Bilingual Essential),unknown,unknown,Hospital & Health Care,unknown,1,0,0,Correct
Software Engineer - Audio Recognition,Part-time,Associate,Computer Software,Engineering,1,0,0,Correct
Senior Software Developer(Java),Full-time,unknown,Information Technology and Services,Information Technology,1,0,0,Correct
Recovery Specialist,Full-time,Associate,Financial Services,Customer Service,1,0,0,Correct
Software Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Intern Project Developer,Other,Internship,Entertainment,Business Development,1,1,0,Wrong
Inside Sales Representitive,unknown,unknown,Publishing,Sales,1,0,0,Correct
PR Specialist ,Full-time,Associate,Logistics and Supply Chain,Public Relations,1,0,0,Correct
Part-time Pizza Delivery Drivers - Liverpool Allerton (L18) ,Part-time,Not Applicable,Retail,unknown,1,0,0,Correct
Terabytes of ASP.NET,Full-time,unknown,Computer Software,unknown,1,0,0,Correct
Director of Training,Full-time,Director,Information Technology and Services,Training,0,0,0,Correct
Home Carer (Personal Assistant),Full-time,Not Applicable,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Unity3D Developer,Full-time,Director,Computer Games,Engineering,0,0,0,Correct
Product Manager for Hotel Cloud Software,Full-time,Associate,unknown,unknown,1,0,0,Correct
Regional Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Representative,Full-time,unknown,Real Estate,unknown,0,0,0,Correct
WF14 8NA Warehousing Apprenticeship Under NAS 16-18 Year Olds Only ,Full-time,Not Applicable,Warehousing,unknown,1,0,0,Correct
Regional Field Sales Representative  - All Major States,Full-time,Mid-Senior level,Business Supplies and Equipment,Sales,0,0,0,Correct
Part-time LPN (Sugarloaf Center),Part-time,Associate,Medical Practice,Health Care Provider,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Automotive Controls Engineer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Mid-Senior Digital Copywriter,unknown,unknown,unknown,unknown,1,0,0,Correct
Community Management Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Data Engineer,Full-time,Mid-Senior level,Computer Software,Engineering,1,0,0,Correct
"Dropoff Driver ""Agent"" - Houston",Contract,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Customer Service Representative,Full-time,Entry level,Real Estate,Customer Service,1,1,1,Correct
Commercial Banking Officer C&I -SW Chicago Suburbs,unknown,unknown,unknown,unknown,1,0,0,Correct
Business Analyst Training & Projects (BA),Full-time,Entry level,unknown,Business Analyst,1,0,0,Correct
"Appointment Setter avg. 1,000-1,100 weekly Plus Commission",unknown,unknown,unknown,Customer Service,1,0,0,Correct
Business Analyst (Application Development Processes),Full-time,Associate,Business Supplies and Equipment,Information Technology,0,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
QA Engineer,Full-time,unknown,unknown,unknown,0,0,0,Correct
People & Culture Manager - APAC,Full-time,Mid-Senior level,Computer Software,Human Resources,1,0,0,Correct
IT Support Analyst,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
PA / Executive Assistant to Chief Executive,unknown,unknown,unknown,unknown,1,0,0,Correct
Independent Consultant,unknown,unknown,unknown,unknown,0,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Completion Engineer,Full-time,unknown,Oil & Energy,Engineering,1,0,0,Correct
Product Innovator (Junior),Other,Entry level,E-Learning,Research,1,0,0,Correct
LAMP Programmer for Event Marketing Agency,unknown,unknown,unknown,unknown,1,0,0,Correct
Marketing,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Care Representative,Full-time,Associate,Marketing and Advertising,Sales,1,0,0,Correct
Receptionist and Office Assistant ,Full-time,Mid-Senior level,Food Production,Administrative,0,1,1,Correct
Technology Sales to the Shopping/Retail Industry,Full-time,Associate,Retail,Sales,0,0,0,Correct
"Producer, Somali Language",Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
Sales Lead Generation Specialist,Full-time,Entry level,Information Technology and Services,Business Development,1,0,0,Correct
New Product Design Engineer,Full-time,unknown,unknown,Engineering,0,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
Quality Assurance Manager,Full-time,Director,Construction,Quality Assurance,1,0,0,Correct
Video Tape Editor,unknown,unknown,unknown,unknown,1,0,0,Correct
Direct Care Attendant,Part-time,unknown,Mental Health Care,Health Care Provider,1,0,0,Correct
Infrastructure/ Data Engineer,unknown,unknown,unknown,Engineering,1,0,0,Correct
R&D Proposal Consultant,Full-time,Mid-Senior level,Information Technology and Services,Consulting,1,0,0,Correct
Technical Product Manager,Full-time,unknown,Computer Software,Product Management,1,0,0,Correct
UI / UX Front end Developer,Full-time,Associate,Information Technology and Services,Production,0,0,0,Correct
Information Architect and UI/UX Designer,Full-time,Associate,Internet,Design,1,0,0,Correct
"Home Health Aid - Austin, NV",unknown,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Business Analyst,Full-time,unknown,unknown,unknown,1,0,0,Correct
Ticket Booth Agent,Part-time,Not Applicable,Hospitality,unknown,0,0,0,Correct
Angular.js Frontend Engineer,Full-time,Mid-Senior level,Banking,Engineering,0,0,0,Correct
Inside Sales,Full-time,Not Applicable,Automotive,Sales,1,0,0,Correct
Junior Project Manager,unknown,unknown,unknown,unknown,1,0,0,Correct
ETL Developer ( Informatica ),Full-time,Mid-Senior level,Information Technology and Services,Engineering,0,0,0,Correct
Start-Up PR Account Executive,Full-time,Associate,Public Relations and Communications,unknown,0,0,0,Correct
.NET Developer,Full-time,unknown,Computer Software,unknown,0,0,0,Correct
Community Support Specialist (PT),Part-time,Associate,Individual & Family Services,Other,1,0,0,Correct
Security Consultant,Full-time,Not Applicable,Computer & Network Security,Consulting,1,0,0,Correct
Linux Application Developer,Full-time,Mid-Senior level,Telecommunications,Engineering,1,0,0,Correct
"International Broadcaster, Learning English Service",unknown,unknown,unknown,unknown,1,0,0,Correct
Graphic Designer (Augmented Reality and Mobile),Full-time,Associate,Internet,Design,1,0,0,Correct
Collections Supervisor,Full-time,Mid-Senior level,Financial Services,Management,1,0,0,Correct
Top Star BI Hire Program ( SAP BW / BO / HANA),Full-time,Mid-Senior level,unknown,Consulting,1,0,0,Correct
Certified Nursing Assistant,Contract,Not Applicable,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Head of Strategy and Planning,Full-time,Executive,Management Consulting,Strategy/Planning,1,0,0,Correct
Accountant,Full-time,Associate,Accounting,Accounting/Auditing,1,0,0,Correct
Process Engineer Mechanical,Full-time,Mid-Senior level,Oil & Energy,Other,1,1,1,Correct
Inventory Mgmt Analyst,unknown,unknown,unknown,unknown,0,0,0,Correct
Ejecutivo de Cuentas/Ejecutivos Comercial ,Other,unknown,unknown,unknown,1,0,0,Correct
Database Developer (PL/SQL),Contract,Mid-Senior level,unknown,unknown,0,0,0,Correct
Assistant Production & Copy Editor,unknown,unknown,unknown,unknown,1,0,0,Correct
Business Development Director,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Senior UI Developer,Full-time,unknown,unknown,unknown,0,0,0,Correct
Marketing Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Web Developer  ,Full-time,unknown,Information Technology and Services,unknown,0,1,0,Wrong
Environmental Lab Technician,Full-time,Entry level,Environmental Services,unknown,0,0,0,Correct
Account Manager,Full-time,Not Applicable,Marketing and Advertising,unknown,1,0,0,Correct
Need 2 Oracle Apps DBA with Goldengate,Contract,Mid-Senior level,Banking,Information Technology,1,0,0,Correct
Graduates: English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Mainframe Developer,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Specialist Teaching Associate,Full-time,unknown,Education Management,Education,1,0,0,Correct
General Manager - San Diego,Full-time,Mid-Senior level,Logistics and Supply Chain,Management,1,0,0,Correct
Head Systems Team,unknown,unknown,unknown,unknown,1,0,0,Correct
Administrative Assistant/Office Assistant ,Full-time,Entry level,Accounting,Administrative,0,1,0,Wrong
"International Broadcaster, Shona language",Full-time,Mid-Senior level,Broadcast Media,unknown,1,0,0,Correct
Project Manager: Mechanical,Full-time,Mid-Senior level,Oil & Energy,Project Management,1,1,1,Correct
Innovative Structural Engineer,Full-time,Mid-Senior level,Oil & Energy,Engineering,1,0,0,Correct
Digital Manager,unknown,unknown,unknown,Marketing,1,0,0,Correct
Beauty & Fragrance consultants needed,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Facilities Services,Customer Service,1,0,0,Correct
SEO Specialist,Full-time,Associate,Marketing and Advertising,Marketing,1,0,0,Correct
Project Manager,Full-time,Mid-Senior level,Construction,Project Management,0,0,0,Correct
Marketing Analyst (Intern),Temporary,Internship,Retail,Business Analyst,1,0,0,Correct
Car Sales Executive ,Full-time,unknown,Automotive,Sales,1,0,0,Correct
Marketing & Public Relation Manager ,Full-time,unknown,Legal Services,Marketing,1,0,0,Correct
Systems Technician,unknown,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Game Developer Unity3D Manchester (collaboration) ,unknown,unknown,unknown,unknown,1,0,0,Correct
Web Developer,Full-time,unknown,Computer Software,Information Technology,1,0,0,Correct
Chinese-Greek and Greek-Chinese Translator,Other,Associate,Import and Export,Other,0,0,0,Correct
Senior iOS Developer,unknown,unknown,unknown,unknown,0,0,0,Correct
